id,text,label,emoji,tag
892,<user> <user> <user> <user> awesome ! <happy>,0,,"<happy>,<user>"
893,<hashtag> so true </hashtag> <hashtag> i have no life </hashtag> <hashtag> miss him </hashtag> <hashtag> love him </hashtag> <hashtag> have a better one </hashtag> <hashtag> justin </hashtag> <hashtag> no </hashtag> <hashtag> justin beiber </hashtag> by grandtheftautofivetroller <url>,0,,"<hashtag>,<url>,</hashtag>"
894,event technology session is having internet problems . <hashtag> hsc 2024 </hashtag>,1,,"<hashtag>,</hashtag>"
895,<hashtag> law </hashtag> and ordersvu where rappers go to act,0,,"<hashtag>,</hashtag>"
896,love studying for anatomy 💓,1,,
897,<user> <user> <hashtag> good grief </hashtag> he may already have gone a little too far with those eyebrows !,0,,"<hashtag>,</hashtag>,<user>"
898,a very powerful statement by rob hustle on a growing crisis . <hashtag> i cant breathe </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
899,"so <user> still waiting , my son is very happy enjoing his christmas gift . <repeated> i cant understand how u did not prevent this . <repeated>",1,,"<repeated>,<user>"
900,reading a victoria ' s secret fashion show recap with a plate of french fries in front of me 🍟,1,,
901,<user> halting heroine overdoses instantly ? how will the music and film industry block that one wonders ?,0,,<user>
902,was pretty windy at the summit . memphis loves the floppity ears while he watches the raptors soar <hashtag> get outside </hashtag> <hashtag> yyj </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
903,reading about barack obama in the barack <hashtag> obama </hashtag> plaza <hashtag> money gall </hashtag> oh the <url>,1,,"<hashtag>,<url>,</hashtag>"
904,the ugly truth . <repeated> <hashtag> abuse </hashtag> <hashtag> enough </hashtag> <hashtag> words </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
905,<user> it ' s no longer political . <user> is setting the stage for all out race war . that is his only way he can succeed .,0,,<user>
906,<user> <user> <user> and it starts <tong> <hashtag> get enchanted </hashtag>,0,,"<tong>,<hashtag>,</hashtag>,<user>"
907,<allcaps> who <elongated> </allcaps> ! <repeated> <allcaps> god i love my team </allcaps> . <hashtag> dc rising </hashtag> <hashtag> wiz rockets </hashtag>,0,,"</allcaps>,<elongated>,<allcaps>,</hashtag>,<hashtag>,<repeated>"
908,here comes the universe . <hashtag> tm ltalk </hashtag> <hashtag> leafs </hashtag>,0,,"<hashtag>,</hashtag>"
909,<user> one of those obvious when you see it but oh so clever ideas ! <repeated> glad you approved !,0,,"<repeated>,<user>"
910,<user> <user> what ' s going on with sharks hair ? looks like the council has cut it,0,,<user>
911,<user> nice to see you admit your errors slightly different from your earlier stats for <number> ! <user>,1,,"<number>,<user>"
912,"august has the most birthdays , february has the least and most of the serial killers are born in november ! so dont mess up with me <hashtag> nov 26 </hashtag>",0,,"<hashtag>,</hashtag>"
913,"he did , proof he lacks reading comprehension skills <user> <user> <user> <user>",0,,<user>
914,drawing with my little girl . <repeated> still can not believe she can draw this good ! <repeated> <hashtag> drawing </hashtag> <hashtag> daughter </hashtag> . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
915,really not sure i want to be in this place today <hashtag> so much bad negativity </hashtag> <hashtag> smile you fuck tards </hashtag> stop dragging my day down ! <repeated>,0,,"<hashtag>,</hashtag>,<repeated>"
916,<user> and a strut to boot,0,,<user>
917,<user> <user> years ago in m and and s in rochdale they had <number> left shoes on sale with a <money> reduction from full price ! <hashtag> bargain </hashtag>,1,,"</hashtag>,<user>,<hashtag>,<money>,<number>"
918,i need new boots for my birthday . <repeated> and by new boots i mean like <number> or <number> pairs 😄 😄 <hashtag> i need new boots </hashtag> <hashtag> boots </hashtag>,0,😄,"<hashtag>,<number>,</hashtag>,<repeated>"
919,<user> . <user> awk moment when i tweeted first <hashtag> fake fan </hashtag> ! <repeated>,1,,"<hashtag>,</hashtag>,<repeated>,<user>"
920,feels so good <number> get off <number> have <number> go straight <number> school though . <repeated>,1,,"<number>,<repeated>"
921,i do occupy rent free space in his cranial cavity <allcaps> lol </allcaps> <user>,0,,"</allcaps>,<allcaps>,<user>"
922,<user> thei reights to protest ends where my rights begin . they cannot take my right of earning livelihood and free movement .,0,,<user>
923,<hashtag> page </hashtag> <hashtag> found </hashtag> <number> <url>,0,,"<hashtag>,<url>,<number>,</hashtag>"
924,<user> well the pain is not makin me feel sick anymore so 👍 be all better for the big fella 🎅 🎁,0,"🎅,🎁,👍",<user>
925,dats how u kno its winter <url>,0,,<url>
926,it will be impossible for me to be late if i start to dress up right now . <hashtag> studing </hashtag> <hashtag> university </hashtag> <hashtag> lazy </hashtag>,1,,"<hashtag>,</hashtag>"
927,<user> you cant score goals sitting on the bench or <number> / <number> min max its hard pal fill sorry for him,0,,"<number>,<user>"
928,it ' s funny how you can sit for 1 5 minutes and not be noticed . <hashtag> mtv stars </hashtag> taylor swift,1,,"<hashtag>,</hashtag>"
929,good thing i am scared of clowns and my kindergarten teacher was dressed as one today . 😑,1,😑,
930,kitty aint <elongated> happy <hashtag> cat </hashtag> <hashtag> happy </hashtag> <hashtag> today </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<elongated>"
931,<hashtag> eu </hashtag> juncker receives birthday surprise one million signatures opposing <allcaps> ttip </allcaps> and <allcaps> ceta </allcaps> <url>,0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<hashtag>"
932,sysdig cloud the fascinating world of linux system calls < reminds me of my solaris dtrace days in early <number> ' s <url>,0,,"<url>,<number>"
933,stephenfry <user> oooh busted by superior understanding . ! <repeated> crestfallen and shamed . <url>,1,,"<url>,<repeated>,<user>"
934,sure staff . <repeated> now hiring . <url>,1,,"<url>,<repeated>"
935,people who lie to me really help with my trust issues <hashtag> twitter eant about life </hashtag>,1,,"<hashtag>,</hashtag>"
936,"<user> i think thats what made me confused , i was too dazed",0,,<user>
937,sipping a chicken cuppa soup and watching <hashtag> jezza </hashtag> how exciting,1,,"<hashtag>,</hashtag>"
938,unless he ' s changed <user> <user> <user> <user> <user> <user> <user> <user>,0,,<user>
939,this week just keeps getting better and better,1,,
940,<user> not always . they have found them in <money> homes,0,,"<money>,<user>"
941,my luck just keeps getting better and better,1,,
942,"i do not know how you can love , but also freaking hate someone so much ! <repeated> 😒",0,😒,<repeated>
943,how in the world will i start my day once kaitlyn gets tired of <hashtag> frozen </hashtag> ? <hashtag> idontwanttobuildasnowman </hashtag> <hashtag> mommy problems </hashtag> <hashtag> mom my life </hashtag>,1,,"<hashtag>,</hashtag>"
944,big up <user> <number> ur post when cunts run through your photos 😒 <hashtag> it s </hashtag> <hashtag> a </hashtag> <hashtag> struggle </hashtag> <hashtag> it s </hashtag> <hashtag> a </hashtag> <hashtag> problem </hashtag> check da n . <repeated> <url>,0,😒,"<url>,</hashtag>,<user>,<hashtag>,<number>,<repeated>"
945,ah <elongated> finals week . <repeated> i will throw a kegger at my house for all the survivors 💀 💀 💀 <hashtag> motivating </hashtag> <hashtag> rip </hashtag>,1,,"<hashtag>,</hashtag>,<elongated>,<repeated>"
946,<user> reminds of me of myself when i was younger,1,,<user>
947,i do <hashtag> speak </hashtag> <hashtag> because </hashtag> i <hashtag> want </hashtag> to <hashtag> save </hashtag> <hashtag> someone </hashtag> . i speak because i like . who am i <hashtag> to </hashtag> save . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
948,can not wait for my boyfriend to come home and kick my butt into shape . <repeated> 🙈 😂 <user>,1,"🙈,😂","<repeated>,<user>"
949,"just in case anyone was wondering , veni vidi vici in spanish is vine vi vencí <hashtag> study breaks </hashtag> <hashtag> umd finals week </hashtag>",0,,"<hashtag>,</hashtag>"
950,first nigga to grab it from behind no homo,0,,
951,"is it wrong of me to not want to read about horrible things in this world , just for one day ?",0,,
952,love hanging out with my dad,0,,
953,it ' s currently fair and <number> ℃ outside .,0,,<number>
954,"<hashtag> steve harvey </hashtag> worships <hashtag> obama </hashtag> b / c he does not research , then calls every 1 else ignorant . <hashtag> fuck </hashtag> this guy . <url> <hashtag> idiot </hashtag>",0,,"<hashtag>,<url>,</hashtag>"
955,spiky popularity of the name spike in the u . s . rt <user> baby name . <hashtag> data viz </hashtag> source <url>,1,,"<hashtag>,<url>,</hashtag>,<user>"
956,in desperate need of training partner s with the knowledge and insight of the infamous <user> . candidates apply within .,0,,<user>
957,<user> merry christmas to all at topspin monkeys ! hope you have great holidays and are ready to train for the new years ! x,0,,<user>
958,last day in <hashtag> riga </hashtag> ! <hashtag> self </hashtag> <hashtag> finnish girl </hashtag> <hashtag> business woman </hashtag> pk riga hotel <url>,0,,"<hashtag>,<url>,</hashtag>"
959,"grandad is watching absolute shit on the telly . no seriously , it ' s on a channel i have never even heard of ? ! <repeated> <hashtag> fun christmas </hashtag> !",1,,"<hashtag>,</hashtag>,<repeated>"
960,i can not breathe ! was chosen as the most notable quote of the year in an annual list released by a yale university librarian,1,,
961,"<user> <user> more clean or cleaner , never more cleaner",0,,<user>
962,i always look super cute when guys come to fix stuff in the condo,1,,
963,they seemed to have found an alternative use for the bible <hashtag> hotel </hashtag> <hashtag> new years </hashtag> <hashtag> religious </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
964,going to the game tonight by myself sounds so fun,1,,
965,<user> <user> but she was white . ! <repeated> <allcaps> iow </allcaps> guilty of racism by fact of skin color . <hashtag> ferguson </hashtag> taught me that .,1,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>,<repeated>"
966,most useful algorithm i have learned in class so far is finding a substring by using the fast fourier transform,1,,
967,"accidentally breaking your own computer when your tech support ! haha , talk about employee of the month <hashtag> tech support </hashtag> 💻 💾 🔫",1,🔫,"<hashtag>,</hashtag>"
968,<user> men with shaved heads are perceived as an inch taller and <percent> stronger than men with hair . <user>,0,,"<percent>,<user>"
969,<user> it ' s no fair that u get to have a lie on and i am up early for college and it ' s bloody freezing 🚍 ❄ ⛄ 😋 <hashtag> fair </hashtag> <hashtag> lucky </hashtag> <hashtag> duck </hashtag>,0,"⛄,😋,❄","<hashtag>,</hashtag>,<user>"
970,<number> mph winds make a great hair fan for a photo shoot . 😃,1,😃,<number>
971,<user> you are not allowed to open that until christmas day !,0,,<user>
972,<hashtag> cdc </hashtag> <hashtag> enough </hashtag> <hashtag> patients </hashtag> <hashtag> getting </hashtag> <hashtag> flu </hashtag> <hashtag> shots </hashtag> <hashtag> this </hashtag> <hashtag> year </hashtag> healthday news – fewer than half of americans have . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
973,trivia crack is taking over my life .,0,,
974,just in case you thought you had a blankety blank job check out this guy . <hashtag> 2 a </hashtag> <hashtag> happy new year </hashtag> <url> <url>,0,,"<hashtag>,<url>,</hashtag>"
975,it ' s beginning to look a lot like christmas 🎄 🎅 <hashtag> office </hashtag> <hashtag> tinsel </hashtag> <hashtag> christmassy </hashtag> <hashtag> happy </hashtag> <hashtag> long </hashtag> <hashtag> now </hashtag> . <repeated> <url>,0,"🎅,🎄","<hashtag>,<url>,</hashtag>,<repeated>"
976,nothing makes me happier then getting on the highway and seeing break lights light up like a christmas tree . <repeated>,1,,<repeated>
977,". <user> finally had a chance to watch doyle finale . thanks for <number> great seasons . yes , i cried at the end . <repeated>",0,,"<number>,<repeated>,<user>"
978,<user> i do not think . i know !,0,,<user>
979,i love waking up at <number> am on a saturday morning after going to bed at midnight,1,,<number>
980,oh look wrapping presents is so easy . <repeated> here ' s the video to prove it ! <repeated> <url>,0,,"<url>,<repeated>"
981,and then there was none . goodbye beard of sorts <hashtag> mens fashion </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
982,i love seeing what you guys got,1,,
983,i feel like whole life is about waiting waiting and waiting,0,,
984,"gotta go out with him and the third , forth , fifth . <repeated> wheels . <hashtag> winter thought </hashtag>",0,,"<hashtag>,</hashtag>,<repeated>"
985,"<user> <user> <user> this is shallow af , stop discriminating eyes , all eyes are beautiful .",1,,<user>
986,"<user> <user> it ' s christmas , one of the few days off i get during the year and i can not even sign into my <allcaps> xbox one </allcaps> . <hashtag> typical </hashtag>",1,,"</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>"
987,michael have a sexy face when he cough <url>,1,,<url>
988,pulis is available . will guarantee we stay up,1,,
989,well i clearly wrote that last tweet,1,,
990,the word taliban comes from the root word talib which means a student . <hashtag> peshawar attack </hashtag> <hashtag> death to taliban </hashtag> <hashtag> death to isis </hashtag>,1,,"<hashtag>,</hashtag>"
991,<user> no clue what you were talking about ? well that ' s a first !,1,,<user>
992,i see toledo made a good name for itself last night,1,,
993,are not you just loving the snow ? <hashtag> stockport </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
994,"workaholics if you are sick , do not let that stop you from bringing your germs into the office . we all appreciate your commitment .",1,,
995,"good choice to stay up late , lys . <hashtag> study </hashtag> <hashtag> finals week </hashtag> <hashtag> death of me </hashtag>",1,,"<hashtag>,</hashtag>"
996,"<hashtag> opec </hashtag> <hashtag> chief </hashtag> <hashtag> defends </hashtag> <hashtag> policy </hashtag> , <hashtag> says </hashtag> <hashtag> group </hashtag> to <hashtag> try </hashtag> to <hashtag> ride </hashtag> <hashtag> out </hashtag> <hashtag> price </hashtag> <hashtag> fall </hashtag> . <url> via <user>",0,,"<hashtag>,<url>,</hashtag>,<user>"
997,oh how i love this <url>,1,,<url>
998,"yep , true patriots all . <url>",1,,<url>
999,the world is such a smiley place . 😳,1,😳,
1000,it ' s not possible to have enough time,0,,
1001,just now layin down to go to bed . college is great guys . it does not stress you out or keep you up at night at all . or make you cry .,1,,
1002,about to write my math final really excited <hashtag> something random </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
1003,<url> < < do not know how this did not get to number <number> ! <hashtag> accounting </hashtag> <hashtag> absolute tosh </hashtag>,1,,"<hashtag>,<url>,<number>,</hashtag>"
1004,"the counter argument . <repeated> rt <user> if <allcaps> osu </allcaps> lost last night , baylor would be in and we ' d all be talking about benefits of no big <number> champ .",0,,"</allcaps>,<allcaps>,<user>,<number>,<repeated>"
1005,look behind you tara ella starbucks <hashtag> my top girls </hashtag> the omni santry <url>,0,,"<hashtag>,<url>,</hashtag>"
1006,i fucked them really badly 😂 😂 😂 <hashtag> advanced warfare </hashtag> <url>,0,😂,"<hashtag>,<url>,</hashtag>"
1007,<user> <allcaps> alert </allcaps> <allcaps> please change this </allcaps> . <repeated> <allcaps> its me </allcaps> > > > <hashtag> now playing </hashtag> relentlezz <user> who i be tune in <url>,0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>,<repeated>"
1008,<user> i need a spot for my birthday,0,,<user>
1009,<user> where ' s me boots happy,0,,<user>
1010,"<hashtag> red sox </hashtag> rt <user> meanwhile , in caguas , rusney castillo goes <number> <number> with mammoth hr . man , alex cora loves this guy",0,,"<hashtag>,<number>,</hashtag>,<user>"
1011,thank you behh ! loveyou ! <happy> <user> <hashtag> best friends </hashtag> <hashtag> behh </hashtag> <hashtag> beh </hashtag> <hashtag> sweet </hashtag> <hashtag> love </hashtag> <hashtag> distance </hashtag> <hashtag> to </hashtag> <hashtag> far </hashtag> . <repeated> <url>,0,,"<happy>,<url>,</hashtag>,<user>,<hashtag>,<repeated>"
1012,just yelled at <hashtag> someone </hashtag> <hashtag> telling </hashtag> me to do <hashtag> something </hashtag> <hashtag> you re </hashtag> my <hashtag> mum </hashtag> <hashtag> mistake </hashtag> was . <repeated> it was actually my mum,1,,"<hashtag>,</hashtag>,<repeated>"
1013,<user> <user> <user> how dare you accuse me of being a boomer .,0,,<user>
1014,i seriously love <elongated> how much you care,1,,<elongated>
1015,<user> how do you score on someone ?,0,,<user>
1016,there was a point where the effort was coming in only one direction . i left and that there was a <number> ° change in direction,1,,<number>
1017,those that are <hashtag> british royalty </hashtag> should not presume <hashtag> titles </hashtag> or do any <hashtag> public duties </hashtag>,0,,"<hashtag>,</hashtag>"
1018,dead supportive family i have got .,1,,
1019,american kids starting playing and now i am super missing <hashtag> summer 2 k14 </hashtag> <hashtag> kenny chesney </hashtag>,0,,"<hashtag>,</hashtag>"
1020,yet another out of a million doctor visits tomorrow . <repeated> so . stoked .,1,,<repeated>
1021,photo <hashtag> tea </hashtag> <hashtag> art </hashtag> <hashtag> abstract </hashtag> <hashtag> color </hashtag> <hashtag> colors </hashtag> <hashtag> fun </hashtag> <hashtag> how </hashtag> <hashtag> are </hashtag> <hashtag> you </hashtag> <hashtag> artist </hashtag> <hashtag> spainish </hashtag> <hashtag> exhibit </hashtag> <hashtag> spain </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
1022,beautiful way to start my morning . 😣 😷,1,"😷,😣",
1023,"<user> he offered it but he made it sure the board refused double 1 6 m in october , all in rangers interest",1,,<user>
1024,"<hashtag> sagittarius </hashtag> know what they want , if they can have it , and they always keep on thinking bigger .",0,,"<hashtag>,</hashtag>"
1025,how does <hashtag> big data </hashtag> and <hashtag> analytics </hashtag> look compared to the <hashtag> cyn ef in </hashtag> cause / effect decision framework ? <url>,0,,"<hashtag>,<url>,</hashtag>"
1026,absolutely love waking up to snow,1,,
1027,"<user> gee , that ' s so hard to believe .",1,,<user>
1028,<user> there ' s so much less controversy now that the <allcaps> bcs </allcaps> has been replaced .,1,,"</allcaps>,<allcaps>,<user>"
1029,"<user> <allcaps> lol </allcaps> aye you are a funny fecker <wink> and anytime ironside , you fancy a wee race just let me know ! <repeated>",1,,"<wink>,</allcaps>,<allcaps>,<user>,<repeated>"
1030,<user> <user> putting <number> between muhammad and ali ? i find your own twitter id quite blasphemic and offending,1,,"<number>,<user>"
1031,<number> but <number> girl friends <hashtag> dr ambarish </hashtag> upcoming movies <url>,0,,"<hashtag>,<url>,<number>,</hashtag>"
1032,everybody is out there traveling the world and i am sitting here studying maps for my last exam <hashtag> jealousy </hashtag> <hashtag> almost done </hashtag>,1,,"<hashtag>,</hashtag>"
1033,a <money> phone bill is a lovely email to wake up to,1,,<money>
1034,<user> you are no fun at all !,0,,<user>
1035,<hashtag> alma jmo u a </hashtag> participating in the 4 th <hashtag> csr </hashtag> forum <hashtag> lebanon </hashtag> <hashtag> together we grow </hashtag> for profit <hashtag> microfinance </hashtag> <hashtag> supporting </hashtag> . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
1036,a <hashtag> sagittarius </hashtag> will always chase what they want until they get it . <repeated> <hashtag> keep going </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
1037,gavaskar is a freakin ' genius . <url>,1,,<url>
1038,weather bomb . weather . bomb . i applaud the media ' s innovation in helping to sensationalise the usual autumn climate,1,,
1039,do not be offended when you hear <hashtag> happy holidays </hashtag> when people refer to <hashtag> christmas </hashtag> . the word ' holiday ' is derived from holy day . <hashtag> fb </hashtag>,1,,"<hashtag>,</hashtag>"
1040,time to look at my golden girls all nite 😁 <hashtag> love </hashtag> this show,0,😁,"<hashtag>,</hashtag>"
1041,"i will keep this smile on my face to get myself through this bullcrap , instead of breaking down like usual .",0,,
1042,find <allcaps> one </allcaps> local pd that reported an <percent> drop <user> <user> <user> <user> <user> <user>,0,,"</allcaps>,<allcaps>,<user>,<percent>"
1043,<hashtag> guru mantra </hashtag> for <hashtag> success </hashtag> . <hashtag> entrepreneur </hashtag> <hashtag> startup </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
1044,"amazing how many americans slag off capitalism , from the comfort of armchairs , sipping decaf , skinny , pumpkins spice lattes",1,,
1045,<user> oh <elongated> only the ' economic ' destruction of the country . now that makes a world of a difference .,1,,"<elongated>,<user>"
1046,"people these days are so loving , accepting , and nonjudgmental . it ' s great .",1,,
1047,"<user> <user> i mostly follow my lists , but i dip into the full feed randomly .",0,,<user>
1048,a very happy birthday to <user> we will be toasting in your honor tonight . <user> <user>,0,,<user>
1049,can not even explain how excited i am for tomorrow . 💯 🏀,0,,
1050,cheers to another good day . <repeated>,1,,<repeated>
1051,marty posts <allcaps> facts </allcaps> with <allcaps> proof </allcaps> you ? you make shit up <user> <user> <user> <user>,0,,"</allcaps>,<allcaps>,<user>"
1052,dog for dinner anyone ? <hashtag> cultivo </hashtag> <hashtag> letchworth </hashtag> not bringing my kid here again,0,,"<hashtag>,</hashtag>"
1053,girls who dip > > >,1,,
1054,"in the last <number> movies i have seen alan arkin in argo , grudgematch he has had me absolutely rolling .",0,,<number>
1055,wow i am seriously dying here 🙈 🙈,0,🙈,
1056,<user> <user> do you wanna cry ? that ' s how you cry . omg,0,,<user>
1057,"a day where ruled <user> , i got followed by <user> . wht a day ! <repeated> lol <elongated> .",1,,"<elongated>,<repeated>,<user>"
1058,<user> because i find people with different ideas and ways of life interesting .,0,,<user>
1059,"<user> that ' s where you are wrong , i can just watch his films and not follow him on twitter .",0,,<user>
1060,not felt this i will since i was in kos ! eugh a great end to a great week . <repeated> <hashtag> been shite </hashtag> <hashtag> kill me </hashtag>,1,,"<hashtag>,</hashtag>,<repeated>"
1061,"<user> <user> good old jk landing people in trouble again , ffs william i thought you were more savvy than that",1,,<user>
1062,<number> ° fever . that ' s fun .,1,,<number>
1063,look ! it ' s a white christmas after all ! <hashtag> minnesota problems </hashtag> <url>,1,,"<hashtag>,<url>,</hashtag>"
1064,<user> he ' d be a perfect fit . <repeated> or beachy / medlen .,0,,"<repeated>,<user>"
1065,when the looks that are nurtured by statuesque beauties are nurtured by the skinniest supermodels . <hashtag> statuesque </hashtag> <hashtag> skinny </hashtag> <hashtag> look </hashtag>,1,,"<hashtag>,</hashtag>"
1066,"oh , and lets not forget this <user> <user> <user> <user> <user> <url>",0,,"<url>,<user>"
1067,i have such a loving family,1,,
1068,haha who the fuck says that to someone <hashtag> true gentlemen </hashtag>,1,,"<hashtag>,</hashtag>"
1069,"<user> t mobile ' s <allcaps> ceo </allcaps> thinks the apple watch is going to be huge <url> < i do , too .",0,,"<url>,</allcaps>,<allcaps>,<user>"
1070,world ' s greatest wars can be won with mind . invincible is the one going on within mind . <hashtag> life quotes </hashtag> <hashtag> copy cat says </hashtag>,1,,"<hashtag>,</hashtag>"
1071,<user> i think you should go get checked out,0,,<user>
1072,turns out a sausage butty from burger king is just a burger . really enjoyed eating that at half <number> in the morning . <hashtag> feel shit </hashtag>,1,,"<hashtag>,<number>,</hashtag>"
1073,sad to hear about <user> passing . his family and friends are in my prayers today . <hashtag> rip </hashtag> <user>,0,,"<hashtag>,</hashtag>,<user>"
1074,love watching <hashtag> late night films </hashtag> . enjoyed <hashtag> mockingjay part 1 </hashtag> <user> <hashtag> didsbury </hashtag> . ta <user> . <hashtag> grateful </hashtag> to have such a <hashtag> good friend </hashtag> .,0,,"<hashtag>,</hashtag>,<user>"
1075,"i . e . cutting gov ' t spending , as harper has done w / public sector jobs , injures the economy and multiplier effect of those jobs <hashtag> cdn poli </hashtag> <number> / <number>",0,,"<hashtag>,<number>,</hashtag>"
1076,photoset leupagus itsxandy thefingerfuckingfemalefury sevenpoints getting paid enough to put up . <repeated> <url>,0,,"<url>,<repeated>"
1077,<user> <user> i am sure it ' s largely ignored in practice . in ny you can not do any govt work if you have convicts,1,,<user>
1078,<user> you may also see flags of <allcaps> isis </allcaps> with him is this govt and ch nisar do not admit <sad>,1,,"</allcaps>,<allcaps>,<sad>,<user>"
1079,day <number> and <number> <number> <hashtag> novel </hashtag> train . <hashtag> comfort zone </hashtag> <hashtag> christmas tree </hashtag> <hashtag> next level </hashtag> <hashtag> buzz killington </hashtag> <hashtag> family guy </hashtag> . <repeated> <url> via <user>,0,,"<url>,</hashtag>,<user>,<hashtag>,<number>,<repeated>"
1080,does the word counter productive ever mean anything to people when they sit around and dream up ideas to double their wage ?,1,,
1081,off to a slow start this morning . 😩,0,😩,
1082,feeling artsy tonight . <hashtag> artsy </hashtag> <hashtag> home alone </hashtag> <hashtag> vienna </hashtag> <hashtag> student life </hashtag> b and e ' s apartment <url>,0,,"<hashtag>,<url>,</hashtag>"
1083,the that the <hashtag> euphemism </hashtag> <hashtag> coercive control </hashtag> was <hashtag> coined </hashtag> by a <hashtag> man </hashtag> but is now <hashtag> lovingly </hashtag> <hashtag> appropriated </hashtag> by the <hashtag> radical </hashtag> <hashtag> feminist </hashtag> <hashtag> agenda </hashtag>,1,,"<hashtag>,</hashtag>"
1084,this should be fun next spring . <url>,1,,<url>
1085,lmao i may be drunk . <repeated> but my level of maturity is at it ' s all time high lmfaoo . 😂 😂 😂,1,😂,<repeated>
1086,i got ready and then got to school and parked in less than <number> minutes ! <hashtag> miracle </hashtag>,0,,"<hashtag>,<number>,</hashtag>"
1087,my death will likely be caused by at the wrong time .,0,,
1088,"just noticed that i crossed <number> followers in past month . guys , i hope you enjoy the sarcasm b / c we all know my value added is nil",0,,<number>
1089,sending best wishes to all my coworkers at the <time> this morning,1,,<time>
1090,absolutely great having no lesson from half <number> until half <number> today <hashtag> z <elongated> </hashtag>,1,,"<hashtag>,<number>,</hashtag>,<elongated>"
1091,<hashtag> merry christmas </hashtag> to each and every one of you lovely lot ! <hashtag> peace on earth </hashtag> x,0,,"<hashtag>,</hashtag>"
1092,i will just assume rex grossman is starting .,0,,
1093,<user> it ' s really difficult not to bark back at my pms ing daughter . when bae tweets about you <,0,,<user>
1094,i just love being wide awake at <time>,1,,<time>
1095,if this year wld be filled w all these rainy days it wont be so cool a cool way to start e year,0,,
1096,"<user> oh , will keep fingers crossed for you . sometimes the worse they are , quicker they go <hashtag> handy medical fact </hashtag>",1,,"<hashtag>,</hashtag>,<user>"
1097,thank god she does not get me to do this anymore ! <repeated> ellielippitt <hashtag> barber </hashtag> <hashtag> hairdresser </hashtag> <hashtag> blondie </hashtag> . <repeated> <url>,0,,"<hashtag>,<url>,</hashtag>,<repeated>"
1098,i am so good at sight singing .,1,,
1099,thanks for appreciating me looking out of you and caring ! <repeated>,1,,<repeated>
1100,the rain has made extra extra lazy 😅,0,😅,
1101,angry face <hashtag> leo </hashtag> <hashtag> kids </hashtag> <hashtag> fun </hashtag> <hashtag> face </hashtag> <hashtag> angry </hashtag> <url>,0,,"<hashtag>,<url>,</hashtag>"
1102,follow > <user> and get your <allcaps> free demo </allcaps> of their industry buzzing app seen at <url>,0,,"<url>,</allcaps>,<allcaps>,<user>"
1103,<user> i am procrastinating on getting work done b / c i am reading your new book !,1,,<user>
1104,i do not have to respect your beliefs . i only have to respect your <allcaps> right </allcaps> to have them . <hashtag> atheist </hashtag> <hashtag> atheism </hashtag>,0,,"<hashtag>,</allcaps>,</hashtag>,<allcaps>"
1105,<user> what do you know about <hashtag> i u bb </hashtag> ? tom crean is a coaching genius !,1,,"<hashtag>,</hashtag>,<user>"
1106,wheres the rodgers in brigade,1,,
1107,and <elongated> . <repeated> i left my work computer at home . now i have to go get it . <hashtag> best day ever </hashtag>,1,,"<hashtag>,</hashtag>,<elongated>,<repeated>"
1108,"this is what looks like , right ? <url>",0,,<url>
1109,i love waking up at <time> everyday and then running <number> miles . <repeated> favorite part of the army <happy>,1,,"<happy>,<repeated>,<number>,<time>"
1110,anamorphosis placing objects so that viewed from a certain angle they create an image . by french artist bernard pras <url>,0,,<url>
1111,and my christmas shopping is done .,0,,
1112,looks at blackboard calls life alert help my grades have fallen and they can not get up,0,,
1113,youre such a great person .,1,,
1114,my dream is to celebrate christmas with you 😍,0,😍,
1115,"<user> draw , <user> draw , <user> going to lose , pelle on my bench in fantasy , been a fucking shit night for me .",0,,<user>
1116,drinking an <number> <allcaps> ipa </allcaps> by <user> ground control <url> <hashtag> photo </hashtag>,0,,"<url>,</allcaps>,<allcaps>,</hashtag>,<user>,<hashtag>,<number>"
1117,"comcast , greatest customer service on the planet <hashtag> comcast is the worst </hashtag> <url>",1,,"<hashtag>,<url>,</hashtag>"
1118,ohio state putting it <hashtag> on wisconsin </hashtag> . <repeated> no match .,0,,"<hashtag>,</hashtag>,<repeated>"
